date,ticker,etf_inflow,etf_outflow,netflow,aum,sector_rotation,institutional_flow,retail_flow,flow_momentum,smart_money_score,data_type
2025-05-14,SPY,660298343,2809661898,-2149363555,257162541046,tech,-1042674476,42100010,6.74,20.95,etf_flow
2025-05-14,ARKK,2745216036,3662474046,-917258010,179713033981,tech,4367627,420356309,9.73,21.58,etf_flow
2025-05-14,SOXX,1554465640,855955053,698510587,51235051045,ai,-1097273848,-399396759,49.32,22.23,etf_flow
2025-05-14,IBIT,2384341585,2041918997,342422588,52675409615,energy,1368901902,436435331,-82.81,76.26,etf_flow
2025-05-15,QQQ,3255112379,1210903151,2044209228,378725442594,ai,-750881529,-133698291,46.51,5.17,etf_flow
2025-05-15,SPY,2779362781,383242626,2396120155,93289387579,ai,1417143650,-631981545,10.17,2.83,etf_flow
2025-05-15,ARKK,951663099,1675121062,-723457963,109198908484,tech,-1133983298,-474890761,-71.83,91.32,etf_flow
2025-05-15,SOXX,4920959535,3464682889,1456276646,145507826971,tech,173331521,-857343514,-34.3,85.88,etf_flow
2025-05-15,IBIT,4021999327,2653872009,1368127318,449654762927,energy,1932925379,-574347117,22.4,98.33,etf_flow
2025-05-16,QQQ,3435566291,1876064962,1559501329,333570565192,tech,1912672461,-779576289,25.31,49.39,etf_flow
2025-05-16,SPY,2309610327,1096971968,1212638359,236155935266,financials,248980633,610690163,-81.04,3.06,etf_flow
2025-05-16,ARKK,3052086467,3718141399,-666054932,360738566466,financials,-898758771,-960829697,8.45,60.78,etf_flow
2025-05-16,SOXX,108001526,2663955255,-2555953729,106889702010,energy,1266729098,39931752,-83.39,76.61,etf_flow
2025-05-16,IBIT,1765726200,1745523740,20202460,303073023079,tech,609229694,-810710194,52.55,94.6,etf_flow
2025-05-19,QQQ,2655090277,1765630904,889459373,76177449254,energy,1086656239,374840522,54.66,5.09,etf_flow
2025-05-19,SPY,3927836194,361699243,3566136951,234893464828,tech,6792317,-531613958,19.13,85.56,etf_flow
2025-05-19,ARKK,2925255518,2074136076,851119442,79479546334,ai,1714890205,-561435613,20.79,38.38,etf_flow
2025-05-19,SOXX,1184560792,648506362,536054430,188698795624,energy,-1463218824,826589476,14.59,10.0,etf_flow
2025-05-19,IBIT,3147441687,487708569,2659733118,253844105161,tech,581584605,484612824,70.45,21.5,etf_flow
2025-05-20,QQQ,280962042,877719192,-596757150,148396924156,ai,405043064,610405830,-37.39,77.36,etf_flow
2025-05-20,SPY,533034402,1352283146,-819248744,418045627074,tech,-358010205,-526600283,-66.64,94.88,etf_flow
2025-05-20,ARKK,3447244616,1066196577,2381048039,244571854027,ai,566686006,-237386444,41.62,67.06,etf_flow
2025-05-20,SOXX,1286092593,3867772061,-2581679468,177159380486,financials,614115428,410878920,6.64,2.54,etf_flow
2025-05-20,IBIT,1136703711,3914497330,-2777793619,286315121681,tech,-1680904810,-836300138,94.93,40.33,etf_flow
2025-05-21,QQQ,3392392578,1522314251,1870078327,186180898799,energy,-107434753,868778250,9.93,8.76,etf_flow
2025-05-21,SPY,2919525110,909271038,2010254072,244893299908,tech,1933136037,-302149048,44.75,67.91,etf_flow
2025-05-21,ARKK,4561198792,2158415471,2402783321,179513520810,energy,-1852129110,871764963,85.93,77.91,etf_flow
2025-05-21,SOXX,3527640604,885199101,2642441503,308921540580,energy,-830574733,742545890,-36.39,66.92,etf_flow
2025-05-21,IBIT,4598671917,2962132807,1636539110,124905418791,tech,-702469142,-59951167,-10.22,59.35,etf_flow
2025-05-22,QQQ,2459864737,112974414,2346890323,482925590605,financials,-1870455669,-480878826,78.41,60.99,etf_flow
2025-05-22,SPY,4673853090,3305776812,1368076278,30304418319,ai,165133927,-568308619,-13.31,92.46,etf_flow
2025-05-22,ARKK,2479088488,2478841615,246873,99953462509,ai,1552942674,-719919325,-29.06,62.71,etf_flow
2025-05-22,SOXX,186655077,244156261,-57501184,123738408790,financials,-708186140,23364000,-46.65,62.74,etf_flow
2025-05-22,IBIT,1913085415,2885686359,-972600944,110253518049,financials,-493942497,-744227999,-10.41,25.41,etf_flow
2025-05-23,QQQ,2332227217,1632844937,699382280,157432933529,financials,326012243,-771010980,-46.74,58.39,etf_flow
2025-05-23,SPY,4432874163,1135119849,3297754314,56432408412,financials,-704492222,-146361039,65.73,46.75,etf_flow
2025-05-23,ARKK,2975371121,2995414074,-20042953,102831906621,financials,932818962,490060188,-0.32,93.34,etf_flow
2025-05-23,SOXX,1121030123,396202210,724827913,86002917036,ai,-1822005685,-168758245,97.42,38.68,etf_flow
2025-05-23,IBIT,893021135,3955724050,-3062702915,217806501818,energy,1125667,398273714,21.71,23.25,etf_flow
2025-05-26,QQQ,3838415962,2818456401,1019959561,375358717247,tech,-1787552104,689317426,97.95,95.01,etf_flow
2025-05-26,SPY,3551393759,3176540637,374853122,310921766428,energy,1214835898,426649907,23.26,82.74,etf_flow
2025-05-26,ARKK,3952621474,1724116643,2228504831,88068642516,financials,-361055893,251357755,88.37,3.0,etf_flow
2025-05-26,SOXX,3574236284,1302149260,2272087024,19243852806,tech,766428115,-675528512,96.75,2.76,etf_flow
2025-05-26,IBIT,4910171124,1922756545,2987414579,117181744523,ai,-155759755,-999410014,82.34,58.3,etf_flow
2025-05-27,QQQ,2320496832,1616041652,704455180,342493583982,financials,1217083954,-17991127,-90.18,63.76,etf_flow
2025-05-27,SPY,497597160,163740901,333856259,376895538348,ai,-31948239,-347418162,28.96,75.26,etf_flow
2025-05-27,ARKK,4264514329,3325990488,938523841,142386170528,tech,-214955735,695894490,65.86,83.49,etf_flow
2025-05-27,SOXX,1573093618,3325344435,-1752250817,257272320550,energy,-385679386,880778794,22.43,76.93,etf_flow
2025-05-27,IBIT,2794791328,736438062,2058353266,391833312886,energy,-1938164466,582277197,-47.75,79.91,etf_flow
2025-05-28,QQQ,284413125,2283222248,-1998809123,152925970460,ai,30585294,382634320,35.72,79.76,etf_flow
2025-05-28,SPY,2144863165,1533419394,611443771,247012730130,tech,-1208885217,967984850,73.45,10.33,etf_flow
2025-05-28,ARKK,2599551914,3256129304,-656577390,69132743307,tech,-1568017255,889015001,49.33,40.53,etf_flow
2025-05-28,SOXX,1877639346,1168752394,708886952,300801847210,energy,1219582558,26873507,58.9,52.38,etf_flow
2025-05-28,IBIT,1736945028,3647592219,-1910647191,41505949099,energy,227734878,846768378,-7.28,76.08,etf_flow
2025-05-29,QQQ,1836593643,2976347443,-1139753800,49695052304,tech,490809972,602172747,-54.73,31.82,etf_flow
2025-05-29,SPY,1934573441,708171555,1226401886,113659022444,ai,1498791117,470542045,-7.72,3.2,etf_flow
2025-05-29,ARKK,2691332914,2632063293,59269621,172131164287,energy,-80896173,754283425,-20.71,69.59,etf_flow
2025-05-29,SOXX,3599437591,2309184295,1290253296,96004482619,financials,-1488814906,-716478060,-39.66,97.42,etf_flow
2025-05-29,IBIT,4092359510,2813894620,1278464890,441623368628,tech,-1574852057,-524108832,-33.98,52.01,etf_flow
2025-05-30,QQQ,1142379972,271024231,871355741,237603593928,tech,1529541202,246823613,95.43,80.68,etf_flow
2025-05-30,SPY,1484014501,2632107314,-1148092813,219235142685,energy,-1898424123,836001139,-60.22,24.96,etf_flow
2025-05-30,ARKK,228272372,1050041361,-821768989,261055868179,ai,586225735,-860543785,65.06,37.6,etf_flow
2025-05-30,SOXX,2720705004,1992711796,727993208,270603628925,financials,-461969979,-991434238,-61.52,76.8,etf_flow
2025-05-30,IBIT,2728347582,1550249103,1178098479,211123262372,tech,-1114540550,111657960,-71.36,59.62,etf_flow
2025-06-02,QQQ,311077908,2134231318,-1823153410,3035818456,tech,677874633,423243208,97.47,74.44,etf_flow
2025-06-02,SPY,4296890818,1802618183,2494272635,129205434656,ai,1546367015,292950186,46.34,56.72,etf_flow
2025-06-02,ARKK,4417984820,1868483213,2549501607,111025388243,ai,305149956,629827577,54.19,91.53,etf_flow
2025-06-02,SOXX,2004318465,452929349,1551389116,205717677098,ai,-1743998811,-651876069,40.68,70.94,etf_flow
2025-06-02,IBIT,1259915501,3940047395,-2680131894,231630900427,ai,-856702624,-65563803,70.33,35.95,etf_flow
2025-06-03,QQQ,3878090063,577695412,3300394651,326790737352,tech,-1039521675,-332434374,-46.14,90.71,etf_flow
2025-06-03,SPY,4242291737,2579332914,1662958823,17051507799,ai,-1496331704,-237034084,8.04,32.31,etf_flow
2025-06-03,ARKK,4940704486,108597769,4832106717,391936082983,energy,1155216398,420345757,-51.18,51.75,etf_flow
2025-06-03,SOXX,1393343699,1527049468,-133705769,310755751070,ai,-1630143726,835640956,-5.57,70.42,etf_flow
2025-06-03,IBIT,3947069953,1120372696,2826697257,13728097321,ai,-1311602091,571486330,53.82,79.89,etf_flow
2025-06-04,QQQ,4576117904,1260870559,3315247345,164104478090,energy,260546519,-320248750,-48.42,83.63,etf_flow
2025-06-04,SPY,622862338,2543566102,-1920703764,297911687878,ai,1182582222,-880911049,11.96,12.21,etf_flow
2025-06-04,ARKK,4521063502,444342864,4076720638,240039320861,ai,-179651484,831852269,-90.4,38.32,etf_flow
2025-06-04,SOXX,2345481243,592966093,1752515150,217262200478,tech,-727217353,-727886138,33.3,34.46,etf_flow
2025-06-04,IBIT,2787242205,3043565179,-256322974,248804914681,ai,954366636,730927177,-28.37,81.9,etf_flow
2025-06-05,QQQ,4910873521,1089469111,3821404410,405768928200,tech,-757751899,789949749,97.82,62.28,etf_flow
2025-06-05,SPY,1826915565,1756956115,69959450,455036730535,energy,-1427145502,519794284,-60.24,5.39,etf_flow
2025-06-05,ARKK,2068223699,570610780,1497612919,343908706889,ai,-1421411370,-179583437,85.2,46.98,etf_flow
2025-06-05,SOXX,721380095,2186756342,-1465376247,269274428364,energy,235900388,-103108462,-51.79,49.02,etf_flow
2025-06-05,IBIT,4723618219,2180020336,2543597883,274978267630,financials,-1643484711,265661969,-0.04,12.61,etf_flow
2025-06-06,QQQ,3115004226,2076239595,1038764631,152381068814,ai,-345336467,-670126405,78.16,7.16,etf_flow
2025-06-06,SPY,3658350165,541909599,3116440566,197120592003,financials,249928946,357248731,-27.66,38.07,etf_flow
2025-06-06,ARKK,1074838264,2437111795,-1362273531,102225213068,ai,-186022640,911209655,-51.35,6.23,etf_flow
2025-06-06,SOXX,1808525208,1472214215,336310993,400403163152,energy,-607536118,-305244629,66.44,46.16,etf_flow
2025-06-06,IBIT,4592878379,3706935016,885943363,19088549540,energy,-1675380642,381423342,-82.65,75.1,etf_flow
2025-06-09,QQQ,4274581870,3650030238,624551632,411398123592,tech,-1654887349,363193373,82.5,27.44,etf_flow
2025-06-09,SPY,4413567297,1545847213,2867720084,309932440257,ai,-1273893507,-951660169,65.31,69.52,etf_flow
2025-06-09,ARKK,1953372978,2180162781,-226789803,183876844765,tech,1772218914,-529646622,80.97,59.12,etf_flow
2025-06-09,SOXX,137489516,1063912438,-926422922,448215131796,financials,-915353092,-907883576,-13.92,52.5,etf_flow
2025-06-09,IBIT,4308268958,437824141,3870444817,408934314828,energy,854471949,643919119,89.2,81.1,etf_flow
2025-06-10,QQQ,1455819341,776908951,678910390,391616488242,energy,-1586166542,-471969960,0.65,22.72,etf_flow
2025-06-10,SPY,3421610540,827560733,2594049807,123333433381,financials,-1602485036,438690653,-36.99,0.0,etf_flow
2025-06-10,ARKK,4558725348,3824349541,734375807,369005230591,energy,1150995913,884393395,59.78,75.26,etf_flow
2025-06-10,SOXX,3553403215,3999405432,-446002217,311916503098,tech,818825780,991004247,94.39,81.69,etf_flow
2025-06-10,IBIT,2945505956,3811769537,-866263581,258451220122,ai,1749548261,903346188,-53.07,36.31,etf_flow
2025-06-11,QQQ,3862553746,2237071195,1625482551,436543677577,financials,1942106791,873255184,64.4,65.73,etf_flow
2025-06-11,SPY,4041436829,2291280906,1750155923,81180330481,energy,747017028,276737227,-13.95,90.51,etf_flow
2025-06-11,ARKK,3603280087,3693532413,-90252326,41756424424,energy,69853450,-863020668,-20.65,16.55,etf_flow
2025-06-11,SOXX,3280113725,1466002550,1814111175,362894232249,ai,-1138747642,-967889123,5.29,57.18,etf_flow
2025-06-11,IBIT,4034898108,1462286433,2572611675,461809307151,tech,-1951152542,419712199,-23.98,87.99,etf_flow
2025-06-12,QQQ,4482674352,3239714234,1242960118,199845227474,tech,-945570797,-19124458,64.99,7.39,etf_flow
2025-06-12,SPY,1346796966,2813550306,-1466753340,243532238123,financials,-351220441,733458926,97.62,61.34,etf_flow
2025-06-12,ARKK,1128501365,3630058485,-2501557120,90440061582,financials,-1150279131,584917012,48.53,28.59,etf_flow
2025-06-12,SOXX,1770267310,2407302416,-637035106,139991724906,ai,-887934650,583004955,49.75,71.03,etf_flow
2025-06-12,IBIT,1046793473,3755557931,-2708764458,123125839682,ai,1677113043,323836871,-7.74,30.17,etf_flow
2025-06-13,QQQ,4975718761,909356106,4066362655,385222327158,financials,-1304247304,860693164,-64.32,49.6,etf_flow
2025-06-13,SPY,2165608069,1549685745,615922324,307783375405,tech,-573524525,906115541,22.36,51.92,etf_flow
2025-06-13,ARKK,4361792364,1337835063,3023957301,222571519064,ai,-1568292155,-445512696,80.22,31.6,etf_flow
2025-06-13,SOXX,24834628,491715081,-466880453,34252735128,financials,396723968,-544083461,61.65,53.11,etf_flow
2025-06-13,IBIT,808958227,1944663542,-1135705315,84027629693,financials,1744659067,190561157,-52.87,28.99,etf_flow
2025-06-16,QQQ,1305977434,1252141062,53836372,475908632531,ai,1205551725,339317425,-12.25,31.85,etf_flow
2025-06-16,SPY,1887232872,2607858878,-720626006,444391664269,energy,-302733546,-450033278,-5.31,19.49,etf_flow
2025-06-16,ARKK,3940599881,497171731,3443428150,148376899369,tech,-1571940719,-277699634,73.64,82.11,etf_flow
2025-06-16,SOXX,1637111115,2652030565,-1014919450,414289702468,financials,-1623028510,-142575416,-5.87,65.54,etf_flow
2025-06-16,IBIT,2310990192,1168536732,1142453460,4967431819,energy,1772596982,852324602,32.44,73.16,etf_flow
2025-06-17,QQQ,3879001570,59794799,3819206771,498071131536,ai,950516651,94670044,-59.94,29.91,etf_flow
2025-06-17,SPY,62588894,3068135017,-3005546123,277864588998,tech,49131288,-143913951,5.16,78.18,etf_flow
2025-06-17,ARKK,2209974397,1656608922,553365475,445832581432,financials,644382908,238639180,37.98,74.11,etf_flow
2025-06-17,SOXX,574082578,554703044,19379534,470822423957,ai,1250904646,-470468699,-35.7,74.76,etf_flow
2025-06-17,IBIT,4666137160,735419106,3930718054,340519501453,financials,1072220667,-104486273,-30.03,23.77,etf_flow
2025-06-18,QQQ,4243532599,2504900832,1738631767,10258155940,energy,-925505115,-5186213,-79.0,26.46,etf_flow
2025-06-18,SPY,3550227802,1684256496,1865971306,405690397813,energy,-719706532,-617023306,30.63,71.51,etf_flow
2025-06-18,ARKK,4855339236,894305077,3961034159,457507209367,financials,-486812262,-78947738,18.43,95.05,etf_flow
2025-06-18,SOXX,1680902889,1529455865,151447024,436134531432,energy,1674975102,533465082,16.95,43.05,etf_flow
2025-06-18,IBIT,846196902,1397944911,-551748009,131806090003,ai,1648968598,-779307557,-91.43,38.68,etf_flow
2025-06-19,QQQ,91130026,637861820,-546731794,444008049915,financials,1224939710,813113548,-87.12,71.04,etf_flow
2025-06-19,SPY,1424883824,2454478588,-1029594764,435635657483,tech,-1582390863,-363440325,-97.35,47.37,etf_flow
2025-06-19,ARKK,2901718744,2880965812,20752932,244728265286,financials,1649407318,109806623,-61.87,81.13,etf_flow
2025-06-19,SOXX,4359884993,2663598176,1696286817,430211386030,energy,153473374,-212352660,-46.71,81.97,etf_flow
2025-06-19,IBIT,2948299688,257311534,2690988154,259306512453,financials,-466034330,155581476,-67.41,70.68,etf_flow
2025-06-20,QQQ,470548824,3187103363,-2716554539,200023343145,financials,1675284811,473556101,24.47,95.23,etf_flow
2025-06-20,SPY,4840179244,314327358,4525851886,219734019135,ai,952257605,516543565,23.25,71.0,etf_flow
2025-06-20,ARKK,2389706650,3362466110,-972759460,335519301233,energy,1251194834,-901764956,73.84,74.72,etf_flow
2025-06-20,SOXX,1931190468,2072149709,-140959241,449644145752,tech,-1299454388,169574332,-55.92,62.34,etf_flow
2025-06-20,IBIT,2364178126,3034062421,-669884295,61050623823,tech,156032667,-769069579,-78.06,14.31,etf_flow
2025-06-23,QQQ,4170755006,947675730,3223079276,446301374726,financials,1010704201,55570424,-86.73,65.35,etf_flow
2025-06-23,SPY,1294746444,2983520648,-1688774204,123971830576,ai,-316108201,-284626337,28.06,6.33,etf_flow
2025-06-23,ARKK,4673543005,486751564,4186791441,97592781289,ai,640990046,222105348,-34.81,36.53,etf_flow
2025-06-23,SOXX,1690669198,3302139974,-1611470776,343371731766,energy,-1886532910,628955199,-94.11,64.24,etf_flow
2025-06-23,IBIT,1983525946,3213697133,-1230171187,70256471687,financials,-1337557054,99268711,94.49,65.09,etf_flow
2025-06-24,QQQ,2491255357,282990811,2208264546,464748904244,tech,-1699236369,188157000,46.71,47.74,etf_flow
2025-06-24,SPY,3451407367,849142040,2602265327,71444755625,tech,-242407649,938114980,70.36,48.5,etf_flow
2025-06-24,ARKK,3549282521,1654706786,1894575735,247252291178,ai,-1229233164,553252052,21.05,54.67,etf_flow
2025-06-24,SOXX,355682022,3724049006,-3368366984,491724961043,financials,1177895100,-42467570,-27.99,71.8,etf_flow
2025-06-24,IBIT,923887181,1475278042,-551390861,264835040861,ai,-1367305484,-608057852,-18.64,57.22,etf_flow
2025-06-25,QQQ,4704808352,1118661152,3586147200,345020782681,financials,-275808936,634897942,-3.25,27.53,etf_flow
2025-06-25,SPY,2854957969,1091423406,1763534563,72159853679,ai,81367998,-34053881,82.39,72.02,etf_flow
2025-06-25,ARKK,1964946346,195162089,1769784257,458071987710,tech,103390518,367127197,-30.15,98.21,etf_flow
2025-06-25,SOXX,3350258018,408377669,2941880349,124845508296,financials,-1564146270,-667022140,-55.83,14.85,etf_flow
2025-06-25,IBIT,3662115883,1373692428,2288423455,208123133520,ai,-10724602,993769391,16.5,9.2,etf_flow
2025-06-26,QQQ,1659211627,1679992860,-20781233,362200672471,energy,1033050367,672606415,-87.15,34.3,etf_flow
2025-06-26,SPY,3321886153,2565688634,756197519,43275496145,energy,856743953,-409214679,-13.47,26.91,etf_flow
2025-06-26,ARKK,857160199,2680283153,-1823122954,143556438627,energy,-325186983,-259820821,73.93,46.43,etf_flow
2025-06-26,SOXX,4521618535,3146924591,1374693944,199602978527,energy,-303980087,196537130,8.84,3.44,etf_flow
2025-06-26,IBIT,2869150067,2985961168,-116811101,9840685434,financials,-1407088532,167920046,-87.6,56.75,etf_flow
2025-06-27,QQQ,2468912743,1266941026,1201971717,220453024018,ai,1202978351,-855075919,-47.06,59.03,etf_flow
2025-06-27,SPY,4870256776,2588034209,2282222567,314089221328,tech,-1006789131,-52545971,-83.94,16.73,etf_flow
2025-06-27,ARKK,1526818317,205021091,1321797226,356828988010,ai,-1739420111,-881498912,-4.42,96.34,etf_flow
2025-06-27,SOXX,3604013641,2709292007,894721634,322605761500,ai,-96176955,881560832,46.51,82.06,etf_flow
2025-06-27,IBIT,4315213035,2565276827,1749936208,158231365353,financials,-77031703,-69190335,41.33,69.55,etf_flow
2025-06-30,QQQ,4300203728,1855154472,2445049256,190191395725,tech,-1511972178,-75038316,14.42,20.11,etf_flow
2025-06-30,SPY,85832287,207166473,-121334186,117724486595,tech,1138713916,-629637885,1.1,24.69,etf_flow
2025-06-30,ARKK,2952619061,3470252475,-517633414,239821778913,financials,-544310539,-358645660,-4.75,26.68,etf_flow
2025-06-30,SOXX,1619615749,2075894623,-456278874,243851065513,tech,439888417,-379114230,-80.12,16.01,etf_flow
2025-06-30,IBIT,2676419836,1663594052,1012825784,86747695991,energy,453558558,259922174,-86.1,79.88,etf_flow
2025-07-01,QQQ,1364643390,2809188319,-1444544929,460737436411,tech,756962565,917599046,69.56,91.48,etf_flow
2025-07-01,SPY,2927734810,3751237513,-823502703,39028029417,energy,557759068,-513492953,23.35,79.63,etf_flow
2025-07-01,ARKK,1984409229,2843371631,-858962402,147519542556,ai,-931073335,-710556721,-87.51,84.91,etf_flow
2025-07-01,SOXX,291424689,96057733,195366956,317227260757,financials,1159161289,28297551,29.79,74.17,etf_flow
2025-07-01,IBIT,4324961690,1108408462,3216553228,217098512086,ai,-214926423,413392391,49.64,0.28,etf_flow
2025-07-02,QQQ,226239882,1990477866,-1764237984,7396548920,ai,1235008998,-41779442,-34.41,69.86,etf_flow
2025-07-02,SPY,680897116,2694732483,-2013835367,262879244144,financials,-1597079848,856685815,-93.75,93.37,etf_flow
2025-07-02,ARKK,1786802849,2297230339,-510427490,81361423889,financials,-759101383,-753046873,-79.83,84.05,etf_flow
2025-07-02,SOXX,3233765640,1407952360,1825813280,408940850024,ai,223064679,161795499,-30.16,64.27,etf_flow
2025-07-02,IBIT,715343852,3963105626,-3247761774,323700379143,tech,-1238413550,-162707211,-50.12,45.72,etf_flow
2025-07-03,QQQ,464323724,759571808,-295248084,399475622316,ai,-368709565,427504676,-19.24,3.35,etf_flow
2025-07-03,SPY,743142444,3110857214,-2367714770,307932692768,tech,-1478091655,900531871,75.3,43.82,etf_flow
2025-07-03,ARKK,1218069946,1971372534,-753302588,292868211568,ai,585929075,-745156764,-11.51,7.39,etf_flow
2025-07-03,SOXX,2223341429,943808841,1279532588,276744279333,energy,150520339,-29117058,51.59,98.8,etf_flow
2025-07-03,IBIT,3351088575,1739446248,1611642327,464462176180,tech,-344472303,849960907,-39.67,7.53,etf_flow
2025-07-04,QQQ,904776021,3076903689,-2172127668,312027388917,ai,-1753711473,-505365641,-96.35,65.53,etf_flow
2025-07-04,SPY,4061782476,232396061,3829386415,127768527017,energy,-1605620939,-161259514,84.64,53.11,etf_flow
2025-07-04,ARKK,2722315633,1162136900,1560178733,159000053104,energy,1816554730,-233798676,97.96,76.46,etf_flow
2025-07-04,SOXX,3403320103,649107893,2754212210,433088964170,financials,-1046596345,62773216,-9.25,91.11,etf_flow
2025-07-04,IBIT,943439989,1148412850,-204972861,98126299583,ai,45274317,-912419920,-62.49,88.53,etf_flow
2025-07-07,QQQ,2441061302,402665661,2038395641,176312137797,tech,1726738822,204132955,83.64,15.93,etf_flow
2025-07-07,SPY,1875579737,1981627474,-106047737,123707836032,tech,-1737953827,-32255089,-13.98,57.69,etf_flow
2025-07-07,ARKK,3224326577,1942849433,1281477144,230522084837,ai,-781575128,-248275794,-97.85,13.68,etf_flow
2025-07-07,SOXX,2557756025,1441244357,1116511668,74959765308,tech,-1085424274,-47403100,25.56,44.9,etf_flow
2025-07-07,IBIT,2048753575,3477714864,-1428961289,75259184389,ai,-927869067,-648208769,2.34,14.54,etf_flow
2025-07-08,QQQ,460367550,2075825503,-1615457953,425909694515,ai,-680735212,638456452,11.73,85.42,etf_flow
2025-07-08,SPY,550829428,1100400498,-549571070,279200600343,financials,-1695496589,553348423,-1.62,48.26,etf_flow
2025-07-08,ARKK,2573465156,3424511608,-851046452,329942866832,tech,-1206681685,810626881,-87.05,42.33,etf_flow
2025-07-08,SOXX,3060192703,757245565,2302947138,125228148156,tech,194155515,-191753353,-86.11,63.37,etf_flow
2025-07-08,IBIT,3247662994,2837530139,410132855,484860653448,financials,1247867700,522639547,10.71,73.01,etf_flow
2025-07-09,QQQ,294405478,1340448773,-1046043295,463783546058,tech,-672994562,240593323,60.32,78.76,etf_flow
2025-07-09,SPY,1377282269,97906886,1279375383,20512297891,energy,957796132,236750070,-75.86,2.89,etf_flow
2025-07-09,ARKK,1594010306,1054486305,539524001,140454010243,ai,140474384,157669944,-5.13,87.81,etf_flow
2025-07-09,SOXX,3988275115,3220535087,767740028,378492902451,energy,-1297436494,-959729878,-43.14,24.26,etf_flow
2025-07-09,IBIT,2761049885,1789822387,971227498,372882523476,tech,-594911517,-578408904,-6.59,2.12,etf_flow
2025-07-10,QQQ,83180314,207818806,-124638492,47946276375,financials,655315158,-644029219,-80.47,2.5,etf_flow
2025-07-10,SPY,4074913477,2281923132,1792990345,333817220251,ai,-982948190,-946072804,-88.6,47.86,etf_flow
2025-07-10,ARKK,3270780763,1263110313,2007670450,117477645558,ai,22778870,-197946898,-9.09,26.04,etf_flow
2025-07-10,SOXX,2402646179,3139383667,-736737488,382036660836,energy,-158642897,69168038,-5.35,19.82,etf_flow
2025-07-10,IBIT,1189552780,2180837416,-991284636,461834975479,ai,684687737,379204865,-22.67,48.19,etf_flow
2025-07-11,QQQ,75360889,160400519,-85039630,275513343495,ai,975139700,-660012664,85.55,97.94,etf_flow
2025-07-11,SPY,4648525794,22932854,4625592940,62110284315,energy,1376629019,-683291833,28.91,91.8,etf_flow
2025-07-11,ARKK,1740661899,3416460157,-1675798258,142277745460,tech,-943797586,-140959784,-52.79,8.41,etf_flow
2025-07-11,SOXX,150292131,1805886518,-1655594387,487341243040,financials,-1917134081,258455345,24.78,78.11,etf_flow
2025-07-11,IBIT,431729475,1686924377,-1255194902,312046763970,ai,-1414990210,970988540,-24.35,84.21,etf_flow
2025-07-14,QQQ,120641862,3310215291,-3189573429,210366873716,tech,1116441995,5372381,-14.02,97.11,etf_flow
2025-07-14,SPY,2920934197,1888651982,1032282215,359917121399,financials,755024588,-906981027,-7.58,91.65,etf_flow
2025-07-14,ARKK,1441748668,164696688,1277051980,496519167069,energy,132835860,-56718709,11.3,88.19,etf_flow
2025-07-14,SOXX,369113550,894017455,-524903905,154975845166,tech,-77912613,822205668,-18.29,57.35,etf_flow
2025-07-14,IBIT,2332942159,1079736372,1253205787,341049184860,tech,-1288252843,-25611456,65.7,6.63,etf_flow
2025-07-15,QQQ,888762402,2596796204,-1708033802,244108149072,tech,1169293821,-377366331,-83.43,78.04,etf_flow
2025-07-15,SPY,3327747764,1316099781,2011647983,118155845484,ai,1333133529,45324630,99.31,93.02,etf_flow
